stfips,year,unemployment,gdp_growth,productivity_growth,min_wage,min_wage_increase,population,inflation
19,2021,3.8,6.05506,1.98564,7.25,0,3197.944,7.0
20,2021,3.3,6.05506,1.98564,7.25,0,2937.946,7.0
21,2021,4.4,6.05506,1.98564,7.25,0,4507.6,7.0
22,2021,5.6,6.05506,1.98564,7.25,0,4627.047,7.0
23,2021,4.6,6.05506,1.98564,7.25,0,1378.787,7.0
24,2021,5.3,6.05506,1.98564,7.25,0,6175.045,7.0
25,2021,5.5,6.05506,1.98564,7.25,0,6991.951,7.0
26,2021,5.9,6.05506,1.98564,7.25,0,10038.117,7.0
27,2021,3.8,6.05506,1.98564,7.25,0,5717.968,7.0
28,2021,5.5,6.05506,1.98564,7.25,0,2949.582,7.0
29,2021,4.1,6.05506,1.98564,7.25,0,6170.393,7.0
30,2021,3.4,6.05506,1.98564,7.25,0,1106.366,7.0
31,2021,2.7,6.05506,1.98564,7.25,0,1964.253,7.0
32,2021,6.9,6.05506,1.98564,7.25,0,3146.632,7.0
33,2021,3.4,6.05506,1.98564,7.25,0,1387.494,7.0
34,2021,6.6,6.05506,1.98564,7.25,0,9269.175,7.0
35,2021,7.1,6.05506,1.98564,7.25,0,2116.95,7.0
36,2021,7.0,6.05506,1.98564,7.25,0,19854.526,7.0
37,2021,4.9,6.05506,1.98564,7.25,0,10567.1,7.0
38,2021,3.1,6.05506,1.98564,7.25,0,777.982,7.0
39,2021,5.1,6.05506,1.98564,7.25,0,11765.227,7.0
40,2021,4.0,6.05506,1.98564,7.25,0,3991.634,7.0
41,2021,5.2,6.05506,1.98564,7.25,0,4256.465,7.0
42,2021,6.0,6.05506,1.98564,7.25,0,13013.614,7.0
44,2021,5.5,6.05506,1.98564,7.25,0,1097.092,7.0
45,2021,4.0,6.05506,1.98564,7.25,0,5193.848,7.0
46,2021,2.6,6.05506,1.98564,7.25,0,896.299,7.0
47,2021,4.5,6.05506,1.98564,7.25,0,6963.709,7.0
48,2021,5.6,6.05506,1.98564,7.25,0,29561.286,7.0
49,2021,2.8,6.05506,1.98564,7.25,0,3339.284,7.0
50,2021,3.7,6.05506,1.98564,7.25,0,647.093,7.0
51,2021,3.9,6.05506,1.98564,7.25,0,8657.348,7.0
53,2021,5.2,6.05506,1.98564,7.25,0,7741.433,7.0
54,2021,5.1,6.05506,1.98564,7.25,0,1785.249,7.0
55,2021,3.8,6.05506,1.98564,7.25,0,5879.978,7.0
56,2021,4.6,6.05506,1.98564,7.25,0,579.548,7.0
1,2022,2.6,2.51238,-1.47680,7.25,0,5073.903,6.5
2,2022,4.0,2.51238,-1.47680,10.34,1,733.276,6.5
4,2022,3.8,2.51238,-1.47680,12.8,1,7365.684,6.5
5,2022,3.3,2.51238,-1.47680,11.0,1,3046.404,6.5
6,2022,4.2,2.51238,-1.47680,14.0,1,39040.616,6.5
8,2022,3.0,2.51238,-1.47680,12.56,1,5841.039,6.5
9,2022,4.2,2.51238,-1.47680,14.0,1,3608.706,6.5
10,2022,4.5,2.51238,-1.47680,10.5,1,1019.459,6.5
11,2022,4.6,2.51238,-1.47680,16.1,1,670.949,6.5
12,2022,2.9,2.51238,-1.47680,10.0,1,22245.521,6.5
13,2022,3.0,2.51238,-1.47680,7.25,0,10913.15,6.5
15,2022,3.5,2.51238,-1.47680,12.0,1,1439.399,6.5
16,2022,2.7,2.51238,-1.47680,7.25,0,1938.996,6.5
17,2022,4.5,2.51238,-1.47680,12.0,1,12582.515,6.5
18,2022,3.0,2.51238,-1.47680,7.25,0,6832.274,6.5
19,2022,2.7,2.51238,-1.47680,7.25,0,3199.693,6.5
20,2022,2.7,2.51238,-1.47680,7.25,0,2936.716,6.5
21,2022,3.9,2.51238,-1.47680,7.25,0,4511.563,6.5
22,2022,3.6,2.51238,-1.47680,7.25,0,4588.023,6.5
23,2022,2.9,2.51238,-1.47680,12.75,1,1389.338,6.5
24,2022,3.2,2.51238,-1.47680,12.5,1,6163.981,6.5
25,2022,3.8,2.51238,-1.47680,14.25,1,6982.74,6.5
26,2022,4.2,2.51238,-1.47680,9.87,1,10033.281,6.5
27,2022,2.7,2.51238,-1.47680,10.33,1,5714.3,6.5
28,2022,3.9,2.51238,-1.47680,7.25,0,2938.928,6.5
29,2022,2.5,2.51238,-1.47680,11.15,1,6177.168,6.5
30,2022,2.6,2.51238,-1.47680,9.2,1,1122.878,6.5
31,2022,2.3,2.51238,-1.47680,9.0,1,1968.06,6.5
32,2022,5.4,2.51238,-1.47680,9.5,1,3177.421,6.5
33,2022,2.5,2.51238,-1.47680,7.25,0,1399.003,6.5
34,2022,3.7,2.51238,-1.47680,13.0,1,9260.817,6.5
35,2022,4.0,2.51238,-1.47680,11.5,1,2113.476,6.5
36,2022,4.2,2.51238,-1.47680,13.2,1,19673.2,6.5
37,2022,3.6,2.51238,-1.47680,7.25,0,10695.965,6.5
38,2022,2.1,2.51238,-1.47680,7.25,0,778.912,6.5
39,2022,4.0,2.51238,-1.47680,9.3,1,11759.697,6.5
40,2022,3.0,2.51238,-1.47680,7.25,0,4019.271,6.5
41,2022,4.1,2.51238,-1.47680,13.5,1,4239.379,6.5
42,2022,4.4,2.51238,-1.47680,7.25,0,12972.091,6.5
44,2022,3.2,2.51238,-1.47680,12.25,1,1093.842,6.5
45,2022,3.3,2.51238,-1.47680,7.25,0,5282.955,6.5
46,2022,2.1,2.51238,-1.47680,9.95,1,909.869,6.5
47,2022,3.4,2.51238,-1.47680,7.25,0,7048.976,6.5
48,2022,3.9,2.51238,-1.47680,7.25,0,30029.848,6.5
49,2022,2.3,2.51238,-1.47680,7.25,0,3381.236,6.5
50,2022,2.6,2.51238,-1.47680,12.55,1,647.11,6.5
51,2022,2.8,2.51238,-1.47680,11.0,1,8679.099,6.5
53,2022,4.2,2.51238,-1.47680,14.49,1,7784.477,6.5
54,2022,3.9,2.51238,-1.47680,8.75,1,1774.035,6.5
55,2022,2.9,2.51238,-1.47680,7.25,0,5890.543,6.5
56,2022,3.6,2.51238,-1.47680,7.25,0,581.629,6.5
38,2023,1.9,2.88755,1.75920,7.25,0,783.926,3.4
46,2023,2.0,2.88755,1.75920,10.8,1,919.318,3.4
50,2023,2.0,2.88755,1.75920,13.18,1,647.464,3.4
24,2023,2.1,2.88755,1.75920,13.25,1,6180.253,3.4
33,2023,2.2,2.88755,1.75920,7.25,0,1402.054,3.4
31,2023,2.3,2.88755,1.75920,10.5,1,1978.379,3.4
1,2023,2.5,2.88755,1.75920,7.25,0,5108.468,3.4
49,2023,2.6,2.88755,1.75920,7.25,0,3417.734,3.4
20,2023,2.7,2.88755,1.75920,7.25,0,2940.546,3.4
27,2023,2.8,2.88755,1.75920,10.59,1,5737.915,3.4
12,2023,2.9,2.88755,1.75920,11.0,1,22610.726,3.4
19,2023,2.9,2.88755,1.75920,7.25,0,3207.004,3.4
23,2023,2.9,2.88755,1.75920,13.8,1,1395.722,3.4
30,2023,2.9,2.88755,1.75920,9.95,1,1132.812,3.4
51,2023,2.9,2.88755,1.75920,12.0,1,8715.698,3.4
56,2023,2.9,2.88755,1.75920,7.25,0,584.057,3.4
15,2023,3.0,2.88755,1.75920,12.0,0,1435.138,3.4
29,2023,3.0,2.88755,1.75920,12.0,1,6196.156,3.4
44,2023,3.0,2.88755,1.75920,13.0,1,1095.962,3.4
45,2023,3.0,2.88755,1.75920,7.25,0,5373.555,3.4
55,2023,3.0,2.88755,1.75920,7.25,0,5910.955,3.4
16,2023,3.1,2.88755,1.75920,7.25,0,1964.726,3.4
8,2023,3.2,2.88755,1.75920,13.65,1,5877.61,3.4
13,2023,3.2,2.88755,1.75920,7.25,0,11029.227,3.4
28,2023,3.2,2.88755,1.75920,7.25,0,2939.69,3.4
40,2023,3.2,2.88755,1.75920,7.25,0,4053.824,3.4
5,2023,3.3,2.88755,1.75920,11.0,0,3067.732,3.4
18,2023,3.3,2.88755,1.75920,7.25,0,6862.199,3.4
47,2023,3.3,2.88755,1.75920,7.25,0,7126.489,3.4
25,2023,3.4,2.88755,1.75920,15.0,1,7001.399,3.4
42,2023,3.4,2.88755,1.75920,7.25,0,12961.683,3.4
37,2023,3.5,2.88755,1.75920,7.25,0,10835.491,3.4
39,2023,3.5,2.88755,1.75920,10.1,1,11785.935,3.4
22,2023,3.7,2.88755,1.75920,7.25,0,4573.749,3.4
41,2023,3.7,2.88755,1.75920,13.5,0,4233.358,3.4
9,2023,3.8,2.88755,1.75920,14.0,0,3617.176,3.4
35,2023,3.8,2.88755,1.75920,12.0,1,2114.371,3.4
4,2023,3.9,2.88755,1.75920,13.85,1,7431.344,3.4
26,2023,3.9,2.88755,1.75920,10.1,1,10037.261,3.4
48,2023,3.9,2.88755,1.75920,7.25,0,30503.301,3.4
54,2023,3.9,2.88755,1.75920,8.75,0,1770.071,3.4
10,2023,4.0,2.88755,1.75920,11.75,1,1031.89,3.4
53,2023,4.1,2.88755,1.75920,15.74,1,7812.88,3.4
2,2023,4.2,2.88755,1.75920,10.85,1,733.406,3.4
21,2023,4.2,2.88755,1.75920,7.25,0,4526.154,3.4
36,2023,4.2,2.88755,1.75920,14.2,1,19571.216,3.4
34,2023,4.4,2.88755,1.75920,14.13,1,9290.841,3.4
17,2023,4.5,2.88755,1.75920,13.0,1,12549.689,3.4
6,2023,4.8,2.88755,1.75920,15.5,1,38965.193,3.4
11,2023,4.9,2.88755,1.75920,16.5,1,678.972,3.4
32,2023,5.1,2.88755,1.75920,9.5,0,3194.176,3.4
