stfips,year,unemployment,gdp_growth,productivity_growth,min_wage,min_wage_increase,population,inflation
56,1987,8.0,3.45462,0.53852,3.35,0,476.965,3.7
1,1988,7.3,4.17698,1.65170,3.35,0,4023.844,4.1
2,1988,8.7,4.17698,1.65170,3.85,0,541.983,4.1
4,1988,6.4,4.17698,1.65170,3.35,0,3535.183,4.1
5,1988,7.7,4.17698,1.65170,3.35,0,2342.656,4.1
6,1988,5.3,4.17698,1.65170,3.35,0,28464.249,4.1
8,1988,6.4,4.17698,1.65170,3.35,0,3262.281,4.1
9,1988,2.9,4.17698,1.65170,3.75,1,3271.953,4.1
10,1988,3.0,4.17698,1.65170,3.35,0,647.622,4.1
11,1988,5.0,4.17698,1.65170,3.5,1,630.432,4.1
12,1988,5.2,4.17698,1.65170,3.35,0,12306.395,4.1
13,1988,5.6,4.17698,1.65170,3.35,0,6316.142,4.1
15,1988,3.1,4.17698,1.65170,3.85,1,1079.828,4.1
16,1988,6.2,4.17698,1.65170,3.35,0,985.664,4.1
17,1988,6.7,4.17698,1.65170,3.35,0,11390.183,4.1
18,1988,5.2,4.17698,1.65170,3.35,0,5491.735,4.1
19,1988,4.6,4.17698,1.65170,3.35,0,2768.388,4.1
20,1988,4.5,4.17698,1.65170,3.35,0,2461.996,4.1
21,1988,7.4,4.17698,1.65170,3.35,0,3679.999,4.1
22,1988,10.6,4.17698,1.65170,3.35,0,4288.863,4.1
23,1988,3.7,4.17698,1.65170,3.65,1,1203.84,4.1
24,1988,4.2,4.17698,1.65170,3.35,0,4657.904,4.1
25,1988,3.3,4.17698,1.65170,3.65,1,5979.982,4.1
26,1988,7.6,4.17698,1.65170,3.35,0,9217.998,4.1
27,1988,4.3,4.17698,1.65170,3.55,1,4296.166,4.1
28,1988,8.5,4.17698,1.65170,3.35,0,2580.352,4.1
29,1988,5.7,4.17698,1.65170,3.35,0,5081.736,4.1
30,1988,6.6,4.17698,1.65170,3.35,0,800.202,4.1
31,1988,3.4,4.17698,1.65170,3.35,0,1571.477,4.1
32,1988,5.2,4.17698,1.65170,3.35,0,1075.022,4.1
33,1988,2.4,4.17698,1.65170,3.55,1,1082.577,4.1
34,1988,3.8,4.17698,1.65170,3.35,0,7712.333,4.1
35,1988,7.6,4.17698,1.65170,3.35,0,1490.337,4.1
36,1988,4.2,4.17698,1.65170,3.35,0,17941.309,4.1
37,1988,3.7,4.17698,1.65170,3.35,0,6480.594,4.1
38,1988,4.6,4.17698,1.65170,3.35,0,655.331,4.1
39,1988,6.0,4.17698,1.65170,3.35,0,10798.552,4.1
40,1988,6.3,4.17698,1.65170,3.35,0,3167.057,4.1
41,1988,5.7,4.17698,1.65170,3.35,0,2741.297,4.1
42,1988,5.1,4.17698,1.65170,3.35,0,11845.752,4.1
44,1988,2.9,4.17698,1.65170,3.65,1,996.408,4.1
45,1988,4.6,4.17698,1.65170,3.35,0,3412.096,4.1
46,1988,4.1,4.17698,1.65170,3.35,0,698.165,4.1
47,1988,5.8,4.17698,1.65170,3.35,0,4822.437,4.1
48,1988,7.4,4.17698,1.65170,3.35,0,16667.022,4.1
49,1988,5.0,4.17698,1.65170,3.35,0,1689.372,4.1
50,1988,3.0,4.17698,1.65170,3.55,1,549.763,4.1
51,1988,3.9,4.17698,1.65170,3.35,0,6036.909,4.1
53,1988,6.3,4.17698,1.65170,3.35,0,4639.893,4.1
54,1988,9.9,4.17698,1.65170,3.35,0,1830.215,4.1
55,1988,4.4,4.17698,1.65170,3.35,0,4822.388,4.1
56,1988,6.4,4.17698,1.65170,3.35,0,465.101,4.1
1,1989,7.0,3.67224,0.88557,3.35,0,4030.222,4.8
2,1989,7.1,3.67224,0.88557,3.85,0,547.159,4.8
4,1989,5.2,3.67224,0.88557,3.35,0,3622.185,4.8
5,1989,7.0,3.67224,0.88557,3.35,0,2346.358,4.8
6,1989,5.1,3.67224,0.88557,3.35,0,29218.164,4.8
8,1989,5.6,3.67224,0.88557,3.35,0,3275.818,4.8
9,1989,3.6,3.67224,0.88557,3.75,0,3283.403,4.8
10,1989,3.3,3.67224,0.88557,3.35,0,658.273,4.8
11,1989,4.8,3.67224,0.88557,3.5,0,624.168,4.8
12,1989,5.6,3.67224,0.88557,3.35,0,12637.715,4.8
13,1989,5.4,3.67224,0.88557,3.35,0,6411.099,4.8
15,1989,2.5,3.67224,0.88557,3.85,0,1094.588,4.8
16,1989,5.5,3.67224,0.88557,3.35,0,994.416,4.8
17,1989,6.1,3.67224,0.88557,3.35,0,11409.782,4.8
18,1989,4.7,3.67224,0.88557,3.35,0,5523.693,4.8
19,1989,4.3,3.67224,0.88557,3.35,0,2770.592,4.8
20,1989,4.1,3.67224,0.88557,3.35,0,2472.849,4.8
21,1989,6.3,3.67224,0.88557,3.35,0,3677.306,4.8
22,1989,7.9,3.67224,0.88557,3.35,0,4252.894,4.8
23,1989,4.0,3.67224,0.88557,3.65,0,1219.961,4.8
24,1989,3.8,3.67224,0.88557,3.35,0,4727.301,4.8
25,1989,4.2,3.67224,0.88557,3.65,0,6015.478,4.8
26,1989,7.2,3.67224,0.88557,3.35,0,9253.295,4.8
27,1989,4.4,3.67224,0.88557,3.55,0,4338.057,4.8
28,1989,7.9,3.67224,0.88557,3.35,0,2574.269,4.8
29,1989,5.6,3.67224,0.88557,3.35,0,5095.83,4.8
30,1989,6.0,3.67224,0.88557,3.35,0,799.636,4.8
31,1989,2.9,3.67224,0.88557,3.35,0,1574.864,4.8
32,1989,4.7,3.67224,0.88557,3.35,0,1137.382,4.8
33,1989,3.3,3.67224,0.88557,3.55,0,1104.522,4.8
34,1989,4.0,3.67224,0.88557,3.35,0,7726.089,4.8
35,1989,6.8,3.67224,0.88557,3.35,0,1503.901,4.8
36,1989,4.9,3.67224,0.88557,3.35,0,17983.086,4.8
37,1989,3.6,3.67224,0.88557,3.35,0,6565.459,4.8
38,1989,4.3,3.67224,0.88557,3.35,0,646.351,4.8
39,1989,5.6,3.67224,0.88557,3.35,0,10829.217,4.8
40,1989,5.7,3.67224,0.88557,3.35,0,3150.307,4.8
41,1989,5.3,3.67224,0.88557,3.35,0,2790.575,4.8
42,1989,4.9,3.67224,0.88557,3.35,0,11865.996,4.8
44,1989,3.9,3.67224,0.88557,3.65,0,1000.666,4.8
45,1989,4.6,3.67224,0.88557,3.35,0,3456.775,4.8
46,1989,3.8,3.67224,0.88557,3.35,0,696.701,4.8
47,1989,5.1,3.67224,0.88557,3.35,0,4854.444,4.8
48,1989,6.7,3.67224,0.88557,3.35,0,16806.735,4.8
49,1989,4.6,3.67224,0.88557,3.35,0,1705.864,4.8
50,1989,3.6,3.67224,0.88557,3.55,0,557.707,4.8
51,1989,3.9,3.67224,0.88557,3.35,0,6120.246,4.8
53,1989,5.9,3.67224,0.88557,3.35,0,4746.316,4.8
54,1989,8.7,3.67224,0.88557,3.35,0,1806.568,4.8
55,1989,4.3,3.67224,0.88557,3.35,0,4856.574,4.8
56,1989,6.1,3.67224,0.88557,3.35,0,458.374,4.8
1,1990,6.8,1.88596,1.68965,3.35,0,4048.508,5.4
2,1990,7.3,1.88596,1.68965,3.85,0,553.12,5.4
4,1990,5.2,1.88596,1.68965,3.35,0,3679.056,5.4
5,1990,6.9,1.88596,1.68965,3.35,0,2354.343,5.4
6,1990,5.8,1.88596,1.68965,3.35,0,29950.111,5.4
8,1990,5.1,1.88596,1.68965,3.35,0,3303.862,5.4
9,1990,4.9,1.88596,1.68965,3.75,0,3289.056,5.4
10,1990,4.4,1.88596,1.68965,3.35,0,669.063,5.4
11,1990,5.9,1.88596,1.68965,3.5,0,603.814,5.4
12,1990,6.2,1.88596,1.68965,3.35,0,13018.365,5.4
13,1990,5.4,1.88596,1.68965,3.35,0,6506.531,5.4
15,1990,2.6,1.88596,1.68965,3.85,0,1112.703,5.4
16,1990,5.6,1.88596,1.68965,3.35,0,1011.882,5.4
17,1990,6.3,1.88596,1.68965,3.35,0,11446.979,5.4
18,1990,5.1,1.88596,1.68965,3.35,0,5555.097,5.4
19,1990,4.4,1.88596,1.68965,3.35,0,2779.769,5.4
20,1990,4.2,1.88596,1.68965,3.35,0,2480.683,5.4
21,1990,6.0,1.88596,1.68965,3.35,0,3692.584,5.4
22,1990,6.2,1.88596,1.68965,3.35,0,4219.179,5.4
23,1990,5.4,1.88596,1.68965,3.65,0,1231.296,5.4
24,1990,4.3,1.88596,1.68965,3.35,0,4797.431,5.4
25,1990,6.4,1.88596,1.68965,3.65,0,6018.664,5.4
26,1990,7.7,1.88596,1.68965,3.35,0,9310.462,5.4
27,1990,4.7,1.88596,1.68965,3.55,0,4387.283,5.4
28,1990,7.6,1.88596,1.68965,3.35,0,2577.426,5.4
29,1990,5.9,1.88596,1.68965,3.35,0,5126.37,5.4
30,1990,6.1,1.88596,1.68965,3.35,0,799.824,5.4
31,1990,2.4,1.88596,1.68965,3.35,0,1580.664,5.4
32,1990,4.7,1.88596,1.68965,3.35,0,1218.629,5.4
33,1990,5.3,1.88596,1.68965,3.55,0,1111.831,5.4
34,1990,5.1,1.88596,1.68965,3.35,0,7757.158,5.4
35,1990,6.7,1.88596,1.68965,3.35,0,1519.933,5.4
36,1990,5.4,1.88596,1.68965,3.35,0,18002.855,5.4
37,1990,4.1,1.88596,1.68965,3.35,0,6656.987,5.4
38,1990,4.1,1.88596,1.68965,3.35,0,637.364,5.4
39,1990,5.8,1.88596,1.68965,3.35,0,10861.837,5.4
40,1990,5.4,1.88596,1.68965,3.35,0,3147.105,5.4
41,1990,5.4,1.88596,1.68965,3.35,0,2858.547,5.4
42,1990,5.5,1.88596,1.68965,3.35,0,11895.604,5.4
44,1990,6.2,1.88596,1.68965,3.65,0,1004.649,5.4
45,1990,4.9,1.88596,1.68965,3.35,0,3499.064,5.4
46,1990,3.6,1.88596,1.68965,3.35,0,696.667,5.4
47,1990,5.4,1.88596,1.68965,3.35,0,4890.626,5.4
48,1990,6.4,1.88596,1.68965,3.35,0,17044.714,5.4
49,1990,4.4,1.88596,1.68965,3.35,0,1729.722,5.4
50,1990,4.7,1.88596,1.68965,3.55,0,564.526,5.4
51,1990,4.4,1.88596,1.68965,3.35,0,6213.526,5.4
53,1990,5.2,1.88596,1.68965,3.35,0,4900.78,5.4
54,1990,8.6,1.88596,1.68965,3.35,0,1792.481,5.4
55,1990,4.4,1.88596,1.68965,3.35,0,4902.265,5.4
56,1990,5.1,1.88596,1.68965,3.35,0,453.401,5.4
1,1991,7.3,-0.10831,1.63666,3.8,1,4091.025,4.2
2,1991,8.3,-0.10831,1.63666,4.3,1,569.273,4.2
4,1991,5.9,-0.10831,1.63666,3.8,1,3762.394,4.2
5,1991,7.3,-0.10831,1.63666,3.8,1,2370.666,4.2
6,1991,7.8,-0.10831,1.63666,4.25,1,30414.114,4.2
8,1991,5.3,-0.10831,1.63666,3.8,1,3367.567,4.2
9,1991,6.6,-0.10831,1.63666,4.25,1,3288.64,4.2
10,1991,5.9,-0.10831,1.63666,3.8,1,680.495,4.2
11,1991,7.7,-0.10831,1.63666,3.8,1,593.239,4.2
12,1991,7.6,-0.10831,1.63666,3.8,1,13289.497,4.2
13,1991,5.3,-0.10831,1.63666,3.8,1,6621.279,4.2
15,1991,2.8,-0.10831,1.63666,3.85,0,1131.412,4.2
16,1991,6.3,-0.10831,1.63666,3.8,1,1038.915,4.2
17,1991,7.3,-0.10831,1.63666,3.8,1,11535.973,4.2
18,1991,5.7,-0.10831,1.63666,3.8,1,5602.062,4.2
19,1991,4.7,-0.10831,1.63666,4.25,1,2791.227,4.2
20,1991,4.4,-0.10831,1.63666,3.8,1,2495.209,4.2
21,1991,7.3,-0.10831,1.63666,3.8,1,3714.686,4.2
22,1991,7.2,-0.10831,1.63666,3.8,1,4240.95,4.2
23,1991,7.8,-0.10831,1.63666,3.85,1,1235.439,4.2
24,1991,5.9,-0.10831,1.63666,3.8,1,4856.176,4.2
25,1991,8.9,-0.10831,1.63666,3.8,1,5998.652,4.2
26,1991,9.3,-0.10831,1.63666,3.8,1,9395.022,4.2
27,1991,5.1,-0.10831,1.63666,4.25,1,4427.429,4.2
28,1991,8.4,-0.10831,1.63666,3.8,1,2591.23,4.2
29,1991,6.6,-0.10831,1.63666,3.8,1,5157.77,4.2
30,1991,6.9,-0.10831,1.63666,3.8,1,807.837,4.2
31,1991,2.7,-0.10831,1.63666,3.8,1,1590.805,4.2
32,1991,5.9,-0.10831,1.63666,3.8,1,1285.046,4.2
33,1991,6.8,-0.10831,1.63666,3.85,1,1107.055,4.2
34,1991,6.8,-0.10831,1.63666,3.8,1,7784.269,4.2
35,1991,7.3,-0.10831,1.63666,3.8,1,1547.115,4.2
36,1991,7.3,-0.10831,1.63666,3.8,1,18029.532,4.2
37,1991,5.9,-0.10831,1.63666,3.8,1,6748.135,4.2
38,1991,4.4,-0.10831,1.63666,3.8,1,634.199,4.2
39,1991,6.5,-0.10831,1.63666,3.8,1,10933.683,4.2
40,1991,6.0,-0.10831,1.63666,3.8,1,3166.471,4.2
41,1991,6.2,-0.10831,1.63666,4.75,1,2918.745,4.2
42,1991,6.9,-0.10831,1.63666,3.8,1,11943.16,4.2
44,1991,8.4,-0.10831,1.63666,4.25,1,1003.99,4.2
45,1991,6.1,-0.10831,1.63666,3.8,1,3559.47,4.2
46,1991,3.5,-0.10831,1.63666,3.8,1,701.445,4.2
47,1991,6.6,-0.10831,1.63666,3.8,1,4946.886,4.2
48,1991,7.0,-0.10831,1.63666,3.8,1,17339.904,4.2
49,1991,4.8,-0.10831,1.63666,3.8,1,1771.941,4.2
50,1991,6.0,-0.10831,1.63666,3.85,1,567.141,4.2
51,1991,5.8,-0.10831,1.63666,3.8,1,6283.853,4.2
53,1991,6.1,-0.10831,1.63666,4.25,1,5013.443,4.2
54,1991,10.6,-0.10831,1.63666,3.8,1,1798.212,4.2
55,1991,5.4,-0.10831,1.63666,3.8,1,4952.675,4.2
56,1991,5.0,-0.10831,1.63666,3.8,1,457.739,4.2
1,1992,7.5,3.52250,4.46584,4.25,1,4139.269,3.0
2,1992,8.9,3.52250,4.46584,4.75,1,587.073,3.0
4,1992,7.6,3.52250,4.46584,4.25,1,3867.333,3.0
5,1992,7.0,3.52250,4.46584,4.25,1,2394.098,3.0
6,1992,9.4,3.52250,4.46584,4.25,0,30875.92,3.0
8,1992,6.1,3.52250,4.46584,4.25,1,3459.995,3.0
9,1992,7.3,3.52250,4.46584,4.27,1,3274.997,3.0
10,1992,5.2,3.52250,4.46584,4.25,1,690.158,3.0
11,1992,8.6,3.52250,4.46584,4.25,1,584.183,3.0
12,1992,8.4,3.52250,4.46584,4.25,1,13504.775,3.0
13,1992,6.6,3.52250,4.46584,4.25,1,6759.474,3.0
15,1992,4.1,3.52250,4.46584,4.25,1,1149.926,3.0
16,1992,6.5,3.52250,4.46584,4.25,1,1066.49,3.0
17,1992,7.9,3.52250,4.46584,4.25,1,11635.197,3.0
18,1992,6.1,3.52250,4.46584,4.25,1,5648.649,3.0
19,1992,4.5,3.52250,4.46584,4.65,1,2806.923,3.0
20,1992,4.6,3.52250,4.46584,4.25,1,2526.042,3.0
21,1992,6.9,3.52250,4.46584,4.25,1,3756.358,3.0
22,1992,7.8,3.52250,4.46584,4.25,1,4270.849,3.0
23,1992,7.3,3.52250,4.46584,4.25,1,1235.748,3.0
24,1992,6.5,3.52250,4.46584,4.25,1,4902.545,3.0
25,1992,8.8,3.52250,4.46584,4.25,1,5993.474,3.0
26,1992,9.1,3.52250,4.46584,4.25,1,9470.323,3.0
27,1992,5.0,3.52250,4.46584,4.25,0,4471.503,3.0
28,1992,8.0,3.52250,4.46584,4.25,1,2610.193,3.0
29,1992,6.2,3.52250,4.46584,4.25,1,5193.686,3.0
30,1992,6.7,3.52250,4.46584,4.25,1,822.436,3.0
31,1992,2.9,3.52250,4.46584,4.25,1,1602.406,3.0
32,1992,6.8,3.52250,4.46584,4.25,1,1330.694,3.0
33,1992,7.3,3.52250,4.46584,4.25,1,1112.766,3.0
34,1992,8.5,3.52250,4.46584,4.25,1,7827.77,3.0
35,1992,7.3,3.52250,4.46584,4.25,1,1580.75,3.0
36,1992,8.7,3.52250,4.46584,4.25,1,18082.032,3.0
37,1992,6.2,3.52250,4.46584,4.25,1,6831.85,3.0
38,1992,4.6,3.52250,4.46584,4.25,1,635.427,3.0
39,1992,7.4,3.52250,4.46584,4.25,1,11007.609,3.0
40,1992,5.9,3.52250,4.46584,4.25,1,3204.174,3.0
41,1992,7.3,3.52250,4.46584,4.75,0,2973.934,3.0
42,1992,7.4,3.52250,4.46584,4.25,1,11980.819,3.0
44,1992,9.0,3.52250,4.46584,4.45,1,1000.571,3.0
45,1992,6.8,3.52250,4.46584,4.25,1,3600.576,3.0
46,1992,3.5,3.52250,4.46584,4.25,1,708.698,3.0
47,1992,6.4,3.52250,4.46584,4.25,1,5013.999,3.0
48,1992,7.7,3.52250,4.46584,4.25,1,17650.479,3.0
49,1992,4.9,3.52250,4.46584,4.25,1,1821.498,3.0
50,1992,6.2,3.52250,4.46584,4.25,1,570.115,3.0
51,1992,6.2,3.52250,4.46584,4.25,1,6383.315,3.0
53,1992,7.2,3.52250,4.46584,4.25,0,5139.011,3.0
54,1992,11.2,3.52250,4.46584,4.25,1,1805.462,3.0
55,1992,5.1,3.52250,4.46584,4.25,1,5004.636,3.0
56,1992,5.4,3.52250,4.46584,4.25,1,463.491,3.0
1,1993,7.2,2.75179,0.11244,4.25,0,4193.114,2.7
2,1993,7.8,2.75179,0.11244,4.75,0,596.993,2.7
4,1993,6.4,2.75179,0.11244,4.25,0,3993.39,2.7
5,1993,6.1,2.75179,0.11244,4.25,0,2423.743,2.7
6,1993,9.5,2.75179,0.11244,4.25,0,31147.208,2.7
8,1993,5.4,2.75179,0.11244,4.25,0,3560.884,2.7
9,1993,6.5,2.75179,0.11244,4.27,0,3272.325,2.7
10,1993,4.9,2.75179,0.11244,4.25,0,699.475,2.7
11,1993,8.4,2.75179,0.11244,4.25,0,576.358,2.7
12,1993,7.4,2.75179,0.11244,4.25,0,13713.593,2.7
13,1993,5.7,2.75179,0.11244,4.25,0,6894.092,2.7
15,1993,4.4,2.75179,0.11244,4.25,0,1161.508,2.7
16,1993,6.1,2.75179,0.11244,4.25,0,1101.204,2.7
17,1993,7.5,2.75179,0.11244,4.25,0,11725.984,2.7
18,1993,5.1,2.75179,0.11244,4.25,0,5701.965,2.7
19,1993,4.1,2.75179,0.11244,4.65,0,2820.525,2.7
20,1993,4.9,2.75179,0.11244,4.25,0,2547.605,2.7
21,1993,6.2,2.75179,0.11244,4.25,0,3792.288,2.7
22,1993,7.5,2.75179,0.11244,4.25,0,4284.749,2.7
23,1993,6.8,2.75179,0.11244,4.25,0,1238.256,2.7
24,1993,6.0,2.75179,0.11244,4.25,0,4942.504,2.7
25,1993,7.3,2.75179,0.11244,4.25,0,6010.884,2.7
26,1993,7.4,2.75179,0.11244,4.25,0,9529.24,2.7
27,1993,4.8,2.75179,0.11244,4.25,0,4521.709,2.7
28,1993,6.7,2.75179,0.11244,4.25,0,2635.574,2.7
29,1993,6.2,2.75179,0.11244,4.25,0,5237.757,2.7
30,1993,6.1,2.75179,0.11244,4.25,0,839.876,2.7
31,1993,2.8,2.75179,0.11244,4.25,0,1612.149,2.7
32,1993,6.9,2.75179,0.11244,4.25,0,1380.197,2.7
33,1993,6.1,2.75179,0.11244,4.25,0,1122.191,2.7
34,1993,7.8,2.75179,0.11244,4.25,0,7874.891,2.7
35,1993,7.3,2.75179,0.11244,4.25,0,1614.937,2.7
36,1993,7.9,2.75179,0.11244,4.25,0,18140.894,2.7
37,1993,5.1,2.75179,0.11244,4.25,0,6947.412,2.7
38,1993,4.3,2.75179,0.11244,4.25,0,637.229,2.7
39,1993,6.7,2.75179,0.11244,4.25,0,11070.385,2.7
40,1993,5.6,2.75179,0.11244,4.25,0,3228.829,2.7
41,1993,7.0,2.75179,0.11244,4.75,0,3034.49,2.7
42,1993,6.9,2.75179,0.11244,4.25,0,12022.128,2.7
44,1993,7.5,2.75179,0.11244,4.45,0,997.852,2.7
45,1993,7.3,2.75179,0.11244,4.25,0,3634.507,2.7
46,1993,3.5,2.75179,0.11244,4.25,0,716.258,2.7
47,1993,5.9,2.75179,0.11244,4.25,0,5085.666,2.7
48,1993,7.2,2.75179,0.11244,4.25,0,17996.764,2.7
49,1993,4.0,2.75179,0.11244,4.25,0,1875.993,2.7
50,1993,5.2,2.75179,0.11244,4.25,0,574.004,2.7
51,1993,5.2,2.75179,0.11244,4.25,0,6464.795,2.7
53,1993,7.3,2.75179,0.11244,4.25,0,5247.704,2.7
54,1993,10.3,2.75179,0.11244,4.25,0,1816.179,2.7
55,1993,4.4,2.75179,0.11244,4.25,0,5055.318,2.7
56,1993,5.3,2.75179,0.11244,4.25,0,469.033,2.7
1,1994,6.2,4.02902,0.69411,4.25,0,4232.965,2.7
2,1994,7.6,4.02902,0.69411,4.75,0,600.624,2.7
4,1994,6.2,4.02902,0.69411,4.25,0,4147.561,2.7
5,1994,5.4,4.02902,0.69411,4.25,0,2450.605,2.7
6,1994,8.6,4.02902,0.69411,4.25,0,31317.179,2.7
8,1994,4.1,4.02902,0.69411,4.25,0,3653.91,2.7
9,1994,5.5,4.02902,0.69411,4.27,0,3268.346,2.7
10,1994,4.7,4.02902,0.69411,4.25,0,708.416,2.7
11,1994,7.9,4.02902,0.69411,4.25,0,564.982,2.7
12,1994,6.5,4.02902,0.69411,4.25,0,13961.798,2.7
13,1994,5.0,4.02902,0.69411,4.25,0,7045.9,2.7
15,1994,5.2,4.02902,0.69411,5.25,1,1173.903,2.7
16,1994,5.5,4.02902,0.69411,4.25,0,1135.459,2.7
17,1994,5.8,4.02902,0.69411,4.25,0,11804.986,2.7
18,1994,4.7,4.02902,0.69411,4.25,0,5745.626,2.7
19,1994,3.6,4.02902,0.69411,4.65,0,2829.422,2.7
20,1994,4.8,4.02902,0.69411,4.25,0,2569.118,2.7
21,1994,5.4,4.02902,0.69411,4.25,0,3823.215,2.7
22,1994,7.6,4.02902,0.69411,4.25,0,4306.5,2.7
23,1994,6.6,4.02902,0.69411,4.25,0,1237.687,2.7
24,1994,5.2,4.02902,0.69411,4.25,0,4985.411,2.7
25,1994,6.2,4.02902,0.69411,4.25,0,6031.352,2.7
26,1994,6.1,4.02902,0.69411,4.25,0,9584.481,2.7
27,1994,4.0,4.02902,0.69411,4.25,0,4566.028,2.7
28,1994,6.3,4.02902,0.69411,4.25,0,2663.45,2.7
29,1994,5.2,4.02902,0.69411,4.25,0,5281.206,2.7
30,1994,5.5,4.02902,0.69411,4.25,0,854.923,2.7
31,1994,2.6,4.02902,0.69411,4.25,0,1621.551,2.7
32,1994,6.2,4.02902,0.69411,4.25,0,1456.388,2.7
33,1994,4.5,4.02902,0.69411,4.25,0,1133.054,2.7
34,1994,6.8,4.02902,0.69411,5.05,1,7918.796,2.7
35,1994,6.5,4.02902,0.69411,4.25,0,1653.329,2.7
36,1994,6.9,4.02902,0.69411,4.25,0,18156.652,2.7
37,1994,4.4,4.02902,0.69411,4.25,0,7060.959,2.7
38,1994,3.7,4.02902,0.69411,4.25,0,639.762,2.7
39,1994,5.7,4.02902,0.69411,4.25,0,11111.451,2.7
40,1994,5.3,4.02902,0.69411,4.25,0,3246.119,2.7
41,1994,5.3,4.02902,0.69411,4.75,0,3087.142,2.7
42,1994,6.3,4.02902,0.69411,4.25,0,12042.545,2.7
44,1994,6.6,4.02902,0.69411,4.45,0,993.412,2.7
45,1994,6.2,4.02902,0.69411,4.25,0,3666.456,2.7
46,1994,3.3,4.02902,0.69411,4.25,0,723.038,2.7
47,1994,4.8,4.02902,0.69411,4.25,0,5163.016,2.7
48,1994,6.6,4.02902,0.69411,4.25,0,18338.319,2.7
49,1994,3.7,4.02902,0.69411,4.25,0,1930.436,2.7
50,1994,4.4,4.02902,0.69411,4.25,0,578.9,2.7
51,1994,4.8,4.02902,0.69411,4.25,0,6536.771,2.7
53,1994,6.3,4.02902,0.69411,4.25,0,5334.896,2.7
54,1994,8.8,4.02902,0.69411,4.25,0,1818.49,2.7
55,1994,4.2,4.02902,0.69411,4.25,0,5095.504,2.7
56,1994,4.9,4.02902,0.69411,4.25,0,474.982,2.7
1,1995,5.8,2.68444,1.08335,4.25,0,4262.731,2.5
2,1995,7.3,2.68444,1.08335,4.75,0,601.345,2.5
4,1995,5.3,2.68444,1.08335,4.25,0,4306.908,2.5
5,1995,4.9,2.68444,1.08335,4.25,0,2480.121,2.5
6,1995,7.9,2.68444,1.08335,4.25,0,31493.525,2.5
8,1995,4.0,2.68444,1.08335,4.25,0,3738.061,2.5
9,1995,5.3,2.68444,1.08335,4.27,0,3265.293,2.5
10,1995,4.3,2.68444,1.08335,4.25,0,718.265,2.5
11,1995,8.6,2.68444,1.08335,4.25,0,551.273,2.5
12,1995,5.6,2.68444,1.08335,4.25,0,14185.403,2.5
13,1995,4.7,2.68444,1.08335,4.25,0,7188.538,2.5
15,1995,5.5,2.68444,1.08335,5.25,0,1180.49,2.5
16,1995,5.5,2.68444,1.08335,4.25,0,1165.0,2.5
17,1995,5.2,2.68444,1.08335,4.25,0,11884.935,2.5
18,1995,4.4,2.68444,1.08335,4.25,0,5791.819,2.5
19,1995,3.5,2.68444,1.08335,4.65,0,2840.86,2.5
20,1995,4.4,2.68444,1.08335,4.25,0,2586.942,2.5
21,1995,5.4,2.68444,1.08335,4.25,0,3855.248,2.5
22,1995,6.9,2.68444,1.08335,4.25,0,4327.978,2.5
23,1995,5.9,2.68444,1.08335,4.25,0,1237.438,2.5
24,1995,5.0,2.68444,1.08335,4.25,0,5023.65,2.5
25,1995,5.5,2.68444,1.08335,4.25,0,6062.335,2.5
26,1995,5.3,2.68444,1.08335,4.25,0,9659.871,2.5
27,1995,3.7,2.68444,1.08335,4.25,0,4605.445,2.5
28,1995,6.2,2.68444,1.08335,4.25,0,2690.788,2.5
29,1995,4.8,2.68444,1.08335,4.25,0,5324.61,2.5
30,1995,5.7,2.68444,1.08335,4.25,0,868.522,2.5
31,1995,2.6,2.68444,1.08335,4.25,0,1635.142,2.5
32,1995,5.6,2.68444,1.08335,4.25,0,1525.777,2.5
33,1995,3.8,2.68444,1.08335,4.25,0,1145.604,2.5
34,1995,6.4,2.68444,1.08335,5.05,0,7965.523,2.5
35,1995,6.6,2.68444,1.08335,4.25,0,1682.417,2.5
36,1995,6.3,2.68444,1.08335,4.25,0,18150.928,2.5
37,1995,4.4,2.68444,1.08335,4.25,0,7185.403,2.5
38,1995,3.3,2.68444,1.08335,4.25,0,641.548,2.5
39,1995,4.9,2.68444,1.08335,4.25,0,11155.493,2.5
40,1995,4.5,2.68444,1.08335,4.25,0,3265.547,2.5
41,1995,4.8,2.68444,1.08335,4.75,0,3141.421,2.5
42,1995,5.9,2.68444,1.08335,4.25,0,12044.78,2.5
44,1995,6.3,2.68444,1.08335,4.45,0,989.203,2.5
45,1995,5.1,2.68444,1.08335,4.25,0,3699.943,2.5
46,1995,3.2,2.68444,1.08335,4.25,0,728.251,2.5
47,1995,5.2,2.68444,1.08335,4.25,0,5241.168,2.5
48,1995,6.1,2.68444,1.08335,4.25,0,18679.706,2.5
49,1995,3.4,2.68444,1.08335,4.25,0,1976.774,2.5
50,1995,4.2,2.68444,1.08335,4.25,0,582.827,2.5
51,1995,4.4,2.68444,1.08335,4.25,0,6601.392,2.5
53,1995,6.2,2.68444,1.08335,4.25,0,5431.024,2.5
54,1995,8.0,2.68444,1.08335,4.25,0,1820.56,2.5
55,1995,3.7,2.68444,1.08335,4.25,0,5137.004,2.5
56,1995,4.8,2.68444,1.08335,4.25,0,478.447,2.5
1,1996,5.2,3.77277,2.08671,4.25,0,4290.403,3.3
2,1996,7.4,3.77277,2.08671,4.75,0,604.918,3.3
