	(1)	(2)	(3)	(4)	(5)	(6)
	(0.0855)	(0.0861)	(0.0872)	(0.306)	(0.306)	(0.309)
15.ind	-0.460***	-0.460***	-0.466***	-0.297	-0.296	-0.306
	(0.0854)	(0.0858)	(0.0855)	(0.279)	(0.279)	(0.282)
16.ind	-0.465***	-0.466***	-0.465***	-0.303	-0.303	-0.309
	(0.0816)	(0.0821)	(0.0830)	(0.290)	(0.289)	(0.290)
17.ind	-0.128*	-0.130*	-0.125*	-0.225	-0.232	-0.230
	(0.0719)	(0.0722)	(0.0735)	(0.301)	(0.302)	(0.302)
18.ind	-0.241***	-0.240***	-0.212***	-0.181	-0.174	-0.170
	(0.0777)	(0.0783)	(0.0788)	(0.295)	(0.295)	(0.297)
19.ind	0.124	0.123	0.132	-0.182	-0.183	-0.197
	(0.0826)	(0.0828)	(0.0832)	(0.346)	(0.345)	(0.349)
20.ind	-0.591***	-0.590***	-0.597***	-0.446	-0.445	-0.457
	(0.0777)	(0.0780)	(0.0792)	(0.302)	(0.302)	(0.303)
2.occ	-0.0584	-0.0597	-0.0551	0.0339	0.0322	0.0350
	(0.0480)	(0.0482)	(0.0488)	(0.118)	(0.118)	(0.118)
3.occ	0.0449	0.0443	0.0238	0.0489	0.0488	0.0604
	(0.0398)	(0.0398)	(0.0404)	(0.0999)	(0.0994)	(0.102)
4.occ	-0.0826	-0.0847	-0.0929*	-0.128	-0.130	-0.136
	(0.0523)	(0.0519)	(0.0522)	(0.155)	(0.155)	(0.153)
5.occ	-0.119	-0.120	-0.119	0.262	0.260	0.264
	(0.0945)	(0.0951)	(0.0952)	(0.211)	(0.211)	(0.213)
6.occ	0.211***	0.212***	0.227***	0.0982	0.0965	0.103
	(0.0774)	(0.0773)	(0.0775)	(0.144)	(0.145)	(0.145)
7.occ	0.0896	0.0881	0.0961	0.0732	0.0652	0.0626
	(0.0856)	(0.0863)	(0.0846)	(0.288)	(0.288)	(0.283)
8.occ	0.265***	0.265***	0.283***	0.155	0.152	0.153
	(0.0673)	(0.0671)	(0.0658)	(0.111)	(0.111)	(0.108)
9.occ	0.300***	0.297***	0.300***	-0.0356	-0.0334	-0.0315
	(0.0674)	(0.0673)	(0.0666)	(0.231)	(0.231)	(0.224)
10.occ	-0.0270	-0.0272	-0.0117	-0.131	-0.133	-0.117
	(0.0433)	(0.0432)	(0.0431)	(0.137)	(0.137)	(0.133)
11.occ	-0.00672	-0.00721	-0.0147	-0.0345	-0.0357	-0.0374
	(0.0458)	(0.0457)	(0.0452)	(0.119)	(0.119)	(0.119)
12.occ	-0.0331	-0.0329	-0.0236	0.144	0.145	0.167
	(0.0538)	(0.0538)	(0.0530)	(0.110)	(0.110)	(0.110)
13.occ	0.215***	0.214***	0.211***	0.0478	0.0465	0.0468
	(0.0399)	(0.0399)	(0.0395)	(0.119)	(0.119)	(0.116)
14.occ	-0.00979	-0.0108	-0.00322	0.0629	0.0623	0.0708
	(0.0434)	(0.0434)	(0.0429)	(0.113)	(0.112)	(0.110)
15.occ	0.346***	0.348***	0.357***	0.317**	0.313**	0.315**
	(0.0689)	(0.0686)	(0.0677)	(0.157)	(0.156)	(0.156)
16.occ	-0.106**	-0.107**	-0.0962**	0.0625	0.0649	0.0736
	(0.0419)	(0.0420)	(0.0411)	(0.138)	(0.138)	(0.135)
17.occ	-0.0304	-0.0310	-0.0291	-0.0156	-0.0160	-0.0155
	(0.0397)	(0.0396)	(0.0390)	(0.114)	(0.114)	(0.112)
18.occ	0.278***	0.278***	0.275***	-0.0351	-0.0260	-0.0308
	(0.0966)	(0.0967)	(0.0952)	(0.221)	(0.221)	(0.224)
19.occ	-0.00746	-0.00425	0.0286	-0.0393	-0.0375	-0.0257
	(0.0505)	(0.0504)	(0.0512)	(0.124)	(0.124)	(0.120)
20.occ	-0.0331	-0.0332	-0.0305	-0.0130	-0.0121	-0.00894
	(0.0359)	(0.0358)	(0.0356)	(0.115)	(0.115)	(0.113)
21.occ	-0.0265	-0.0270	-0.0184	-0.00719	-0.00615	0.00100
	(0.0487)	(0.0484)	(0.0477)	(0.115)	(0.115)	(0.113)
22.occ	0.0551	0.0557	0.0644	-0.00525	-0.00415	-0.00565
	(0.0486)	(0.0487)	(0.0483)	(0.109)	(0.109)	(0.108)
23.occ	-0.101**	-0.102**	-0.0667	0.0117	0.0134	0.0279
	(0.0509)	(0.0504)	(0.0487)	(0.133)	(0.133)	(0.126)
2.stfips	-0.0109	-0.0118	0.0503	-0.0853	-0.0643	-0.00151
	(0.0522)	(0.0502)	(0.0434)	(0.0791)	(0.0781)	(0.0810)
4.stfips	-0.103***	-0.0821***	-0.0733***	-0.144***	-0.0967***	-0.108***
	(0.00697)	(0.00796)	(0.00655)	(0.0192)	(0.0214)	(0.0193)
5.stfips	-0.00934***	0.0182***	0.0244***	-0.234***	-0.204***	-0.216***
	(0.00233)	(0.00496)	(0.00300)	(0.00835)	(0.0119)	(0.00742)
6.stfips	-0.0954*	-0.104*	-0.0398	-0.119	-0.0926	-0.0124
	(0.0560)	(0.0537)	(0.0451)	(0.0845)	(0.0834)	(0.0837)
8.stfips	-0.175***	-0.0798	0.000978	-0.121	-0.0116	0.0411
	(0.0522)	(0.0539)	(0.0466)	(0.0806)	(0.0834)	(0.0831)
9.stfips	-0.154***	-0.0745	0.00645	-0.321***	-0.219***	-0.154*
	(0.0525)	(0.0532)	(0.0461)	(0.0791)	(0.0816)	(0.0811)
10.stfips	-0.177***	-0.0694	0.0162	-0.168**	-0.0362	0.00386
	(0.0529)	(0.0551)	(0.0475)	(0.0784)	(0.0839)	(0.0819)
11.stfips	-0.252***	-0.260***	-0.206***	-0.185**	-0.160*	-0.0793
	(0.0578)	(0.0558)	(0.0480)	(0.0886)	(0.0871)	(0.0872)
12.stfips	0.0367***	0.0709***	0.0684***	-0.130***	-0.0784***	-0.0964***
	(0.00385)	(0.00661)	(0.00536)	(0.0136)	(0.0195)	(0.0175)
13.stfips	0.0285***	0.0543***	0.0606***	-0.0741***	-0.00995	-0.0226*
	(0.00344)	(0.00532)	(0.00351)	(0.00831)	(0.0182)	(0.0134)
15.stfips	-0.0963*	0.0452	0.120**	-0.0801	0.0682	0.104
	(0.0561)	(0.0602)	(0.0512)	(0.0878)	(0.0939)	(0.0920)
16.stfips	-0.0577***	-0.00147	0.0170**	-0.282***	-0.223***	-0.236***
	(0.00526)	(0.00981)	(0.00730)	(0.0146)	(0.0212)	(0.0173)
17.stfips	-0.149***	-0.132***	-0.0565	-0.0964	-0.0554	0.0303
	(0.0531)	(0.0511)	(0.0438)	(0.0815)	(0.0806)	(0.0788)
18.stfips	-0.124***	-0.0530	0.00344	-0.150**	-0.0577	-0.00676
	(0.0416)	(0.0424)	(0.0378)	(0.0719)	(0.0741)	(0.0749)
19.stfips	-0.122***	-0.00469	0.0157	-0.293***	-0.171***	-0.200***
	(0.00497)	(0.0185)	(0.00976)	(0.0133)	(0.0352)	(0.0234)
20.stfips	-0.115***	-0.0192	0.00224	-0.119***	-0.0107	-0.0259
	(0.00485)	(0.0152)	(0.00877)	(0.00992)	(0.0302)	(0.0203)
21.stfips	-0.148***	-0.122***	-0.0597	-0.123*	-0.0772	-0.0104
	(0.0449)	(0.0437)	(0.0380)	(0.0723)	(0.0722)	(0.0716)
22.stfips	0.0364***	0.0217***	0.0256***	-0.181***	-0.198***	-0.196***
	(0.00655)	(0.00696)	(0.00460)	(0.0102)	(0.0124)	(0.00865)
23.stfips	-0.195***	-0.104**	-0.0213	-0.147*	-0.0406	0.0310
	(0.0510)	(0.0524)	(0.0457)	(0.0770)	(0.0800)	(0.0792)
24.stfips	-0.212***	-0.0990*	-0.0179	-0.247***	-0.119	-0.0794
	(0.0525)	(0.0552)	(0.0475)	(0.0807)	(0.0859)	(0.0844)
25.stfips	-0.115**	-0.0268	0.0411	-0.0673	0.0413	0.0914
	(0.0509)	(0.0519)	(0.0462)	(0.0790)	(0.0831)	(0.0810)
26.stfips	-0.0719*	-0.0910**	-0.0508	-0.0296	-0.0230	0.0492
	(0.0394)	(0.0372)	(0.0328)	(0.0688)	(0.0678)	(0.0687)
27.stfips	-0.209***	-0.0801	0.00816	-0.332***	-0.194**	-0.141*
	(0.0515)	(0.0551)	(0.0474)	(0.0803)	(0.0864)	(0.0840)
28.stfips	0.102***	0.0610***	0.0539***	0.00542	-0.0127	-0.0156**
	(0.00369)	(0.00709)	(0.00449)	(0.00869)	(0.0111)	(0.00719)
29.stfips	-0.211***	-0.138***	-0.0623	-0.152**	-0.0653	-0.000801
	(0.0503)	(0.0507)	(0.0441)	(0.0765)	(0.0784)	(0.0781)
30.stfips	-0.196***	-0.103*	-0.0200	-0.283***	-0.183**	-0.114
	(0.0530)	(0.0538)	(0.0466)	(0.0816)	(0.0841)	(0.0827)
31.stfips	-0.160***	0.00413	0.0372***	-0.251***	-0.0847*	-0.113***
	(0.00423)	(0.0251)	(0.0140)	(0.0116)	(0.0471)	(0.0307)
32.stfips	-0.158***	-0.183***	-0.189***	0.0358	0.0535*	0.0526*
	(0.0109)	(0.0127)	(0.0125)	(0.0295)	(0.0305)	(0.0311)
33.stfips	-0.208***	-0.0494	0.0510	-0.181**	-0.0182	0.0445
	(0.0519)	(0.0576)	(0.0488)	(0.0791)	(0.0880)	(0.0827)
34.stfips	-0.0500	0.0127	0.0744	-0.188**	-0.0982	-0.0379
	(0.0518)	(0.0515)	(0.0457)	(0.0800)	(0.0820)	(0.0818)
35.stfips	-0.114**	-0.0798	-0.0149	-0.00561	0.0477	0.109
	(0.0551)	(0.0537)	(0.0461)	(0.0857)	(0.0843)	(0.0850)
36.stfips	-0.141***	-0.0927*	-0.0303	0.0668	0.136*	0.201**
	(0.0516)	(0.0508)	(0.0452)	(0.0804)	(0.0810)	(0.0813)
37.stfips	-0.0909***	-0.0388***	-0.0390***	-0.141***	-0.0542**	-0.0712***
	(0.00515)	(0.00893)	(0.00404)	(0.00838)	(0.0247)	(0.0163)
38.stfips	-0.169***	-0.0121	0.0179	0.0826***	0.230***	0.207***
	(0.00511)	(0.0239)	(0.0145)	(0.0116)	(0.0421)	(0.0263)
39.stfips	-0.191***	-0.151***	-0.0843*	-0.128	-0.0692	0.000961
	(0.0516)	(0.0503)	(0.0444)	(0.0785)	(0.0782)	(0.0790)
40.stfips	0.0943***	0.188***	0.232***	-0.0491	0.0527	0.0866*
	(0.0223)	(0.0269)	(0.0226)	(0.0494)	(0.0552)	(0.0518)
41.stfips	-0.253***	-0.225***	-0.147***	-0.223***	-0.171**	-0.0908
	(0.0532)	(0.0515)	(0.0437)	(0.0812)	(0.0805)	(0.0802)
42.stfips	-0.150***	-0.0919*	-0.0209	-0.159**	-0.0850	-0.0163
	(0.0513)	(0.0509)	(0.0450)	(0.0781)	(0.0792)	(0.0793)
44.stfips	-0.0562	-0.0285	0.0435	-0.205**	-0.150*	-0.0663
	(0.0518)	(0.0504)	(0.0439)	(0.0797)	(0.0797)	(0.0810)
45.stfips	-0.119***	-0.109***	-0.112***	0.232***	0.275***	0.265***
	(0.00300)	(0.00319)	(0.00174)	(0.0104)	(0.0144)	(0.0105)
46.stfips	-0.171***	-0.0101	0.0230*	-0.193***	-0.0336	-0.0653**
	(0.00509)	(0.0246)	(0.0135)	(0.0131)	(0.0467)	(0.0295)
47.stfips	-0.0271***	-0.00362	0.00351	-0.334***	-0.289***	-0.293***
	(0.00281)	(0.00477)	(0.00305)	(0.00724)	(0.0132)	(0.00957)
48.stfips	0.0675***	0.105***	0.128***	-0.212***	-0.158***	-0.134***
	(0.0169)	(0.0179)	(0.0149)	(0.0356)	(0.0369)	(0.0358)
49.stfips	-0.0570***	0.0498***	0.0775***	0.0568***	0.169***	0.140***
	(0.00460)	(0.0170)	(0.0105)	(0.0130)	(0.0353)	(0.0225)
50.stfips	-0.238***	-0.0810	0.0149	-0.235***	-0.0709	-0.0260
	(0.0510)	(0.0566)	(0.0484)	(0.0798)	(0.0895)	(0.0840)
51.stfips	0.0129***	0.116***	0.133***	-0.139***	-0.0196	-0.0514**
	(0.00305)	(0.0159)	(0.00865)	(0.00672)	(0.0342)	(0.0200)
53.stfips	-0.0979*	-0.0487	0.0305	-0.158*	-0.0921	-0.0177
	(0.0540)	(0.0531)	(0.0450)	(0.0818)	(0.0815)	(0.0812)
54.stfips	-0.115**	-0.136***	-0.0704*	-0.212***	-0.237***	-0.135*
	(0.0527)	(0.0500)	(0.0424)	(0.0793)	(0.0789)	(0.0789)
55.stfips	-0.164***	-0.0688	0.00889	-0.0785	0.0324	0.0828
	(0.0421)	(0.0444)	(0.0383)	(0.0702)	(0.0749)	(0.0727)
56.stfips	-0.0143	0.0788***	0.102***	-0.113***	-0.0142	-0.0396
	(0.00988)	(0.0149)	(0.0126)	(0.0236)	(0.0368)	(0.0275)
1984.year	-0.00408	0.0977*		0.160**	0.252***	
	(0.0490)	(0.0500)		(0.0703)	(0.0833)	
1985.year	0.0422	0.162**		0.115	0.229**	
	(0.0646)	(0.0671)		(0.0994)	(0.110)	
1986.year	-0.115**	0.0154		0.0708	0.206	
	(0.0576)	(0.0562)		(0.135)	(0.148)	
1987.year	0.0858	0.256***		0.320***	0.491***	
	(0.0587)	(0.0637)		(0.106)	(0.128)	
1988.year	-0.000992	0.203***		0.339***	0.536***	
	(0.0578)	(0.0624)		(0.0957)	(0.123)	
1989.year	-0.121**	0.0942		0.286***	0.490***	
	(0.0575)	(0.0585)		(0.1000)	(0.137)	
1990.year	-0.181***	0.0173		0.199**	0.386***	
	(0.0603)	(0.0630)		(0.0953)	(0.123)	
1991.year	-0.222***	-0.0814		0.110	0.243*	
	(0.0700)	(0.0679)		(0.116)	(0.129)	
1992.year	0.0562	0.172***		0.194**	0.305***	
	(0.0619)	(0.0610)		(0.0978)	(0.110)	
1993.year	0.000853	0.150**		0.212***	0.352***	
	(0.0575)	(0.0596)		(0.0798)	(0.0980)	
1994.year	0.0229	0.210***		0.141	0.316***	
	(0.0655)	(0.0689)		(0.103)	(0.121)	
1995.year	-0.0236	0.184**		0.238***	0.431***	
	(0.0667)	(0.0747)		(0.0894)	(0.109)	
1996.year	-0.131*	0.0827		0.206	0.409**	
	(0.0760)	(0.0768)		(0.132)	(0.162)	
1997.year	-0.0949	0.140**		0.361***	0.579***	
	(0.0612)	(0.0673)		(0.0860)	(0.114)	
1998.year	-0.134**	0.121*		0.195*	0.432***	
	(0.0555)	(0.0676)		(0.102)	(0.137)	
1999.year	-0.107*	0.160**		0.0652	0.313*	
	(0.0645)	(0.0726)		(0.143)	(0.172)	
2000.year	-0.237***	0.0418		0.229*	0.488***	
	(0.0796)	(0.0887)		(0.124)	(0.151)	
2001.year	-0.109*	0.136*		-0.0808	0.147	
	(0.0617)	(0.0773)		(0.0949)	(0.127)	
2002.year	0.0287	0.223***		0.141	0.325**	
	(0.0621)	(0.0698)		(0.131)	(0.150)	
2003.year	0.0761	0.258***		0.222**	0.396***	
	(0.0606)	(0.0664)		(0.0993)	(0.120)	
2004.year	0.126*	0.330***		0.256*	0.444***	
	(0.0730)	(0.0790)		(0.144)	(0.164)	
2005.year	-0.0126	0.208***		0.176	0.384***	
	(0.0625)	(0.0691)		(0.110)	(0.142)	
2006.year	-0.108*	0.132*		0.0428	0.265	
	(0.0590)	(0.0720)		(0.139)	(0.164)	
2007.year	-0.151***	0.0923		0.0313	0.255	
	(0.0542)	(0.0630)		(0.133)	(0.163)	
2008.year	-0.0775	0.114*		-0.0281	0.149	
	(0.0559)	(0.0661)		(0.128)	(0.161)	
2009.year	0.108*	0.140***		0.224**	0.260**	
	(0.0583)	(0.0540)		(0.109)	(0.117)	
2010.year	0.333***	0.350***		0.303***	0.326***	
	(0.0508)	(0.0490)		(0.0910)	(0.0973)	
2011.year	0.297***	0.348***		0.502***	0.555***	
	(0.0557)	(0.0510)		(0.118)	(0.128)	
2012.year	0.270***	0.362***		0.520***	0.610***	
	(0.0520)	(0.0534)		(0.132)	(0.147)	
2013.year	0.223***	0.345***		0.607***	0.720***	
	(0.0538)	(0.0575)		(0.0956)	(0.112)	
2014.year	0.172***	0.350***		0.434***	0.597***	
	(0.0515)	(0.0566)		(0.0977)	(0.117)	
2015.year	0.156**	0.374***		0.442***	0.646***	
	(0.0631)	(0.0659)		(0.105)	(0.132)	
2016.year	0.0787	0.312***		0.271**	0.491***	
	(0.0550)	(0.0637)		(0.122)	(0.149)	
2017.year	0.0651	0.326***		0.373***	0.614***	
	(0.0617)	(0.0698)		(0.112)	(0.148)	
2018.year	0.0173	0.297***		0.328**	0.585***	
	(0.0640)	(0.0756)		(0.136)	(0.165)	
2019.year	0.000748	0.291***		0.0931	0.359**	
	(0.0556)	(0.0733)		(0.153)	(0.183)	
2020.year	0.0623	0.150**		0.255*	0.331**	
	(0.0588)	(0.0617)		(0.152)	(0.159)	
2021.year	-0.0967	0.128*		0.448***	0.643***	
	(0.0621)	(0.0712)		(0.136)	(0.165)	
2022.year	-0.222***	0.0782		0.0948	0.365**	
	(0.0743)	(0.0788)		(0.149)	(0.182)	
2023.year	-0.183***	0.116		-0.0795	0.191	
	(0.0567)	(0.0722)		(0.140)	(0.164)	
inflation			-0.0429***			-0.0153*
			(0.00613)			(0.00878)
productivity_growth			-0.0269***			-0.0480***
			(0.00384)			(0.00857)
13o.ind				-	-	-
						
Constant	-1.245***	-1.796***	-1.745***	-1.633***	-2.151***	-1.730***
	(0.138)	(0.162)	(0.129)	(0.321)	(0.347)	(0.346)
						
Observations	217,094	217,094	217,094	57,699	57,699	57,699
Robust standard errors in parentheses						
*** p<0.01, ** p<0.05, * p<0.1						
